FIRST NAME,LAST NAME,SEX,DOJ,CURRENT DATE,DESIGNATION,AGE,SALARY,UNIT,LEAVES USED,LEAVES REMAINING,RATINGS,PAST EXP
ARNULFO,ALBERO,M,8-30-2014,01-07-2016,Analyst,21.0,41943,Finance,16.0,14.0,3.0,0
BEULAH,AMONETTE,F,10-09-2012,01-07-2016,Senior Analyst,27.0,50393,Management,28.0,2.0,2.0,0
LORAINE,ANTMAN,F,09-03-2013,01-07-2016,Analyst,22.0,42003,Web,25.0,5.0,4.0,0
CHAD,ABERCOMBIE,M,4-21-2014,01-07-2016,Analyst,22.0,42041,IT,24.0,6.0,2.0,0
BEVERLEY,ARCADIPANE,F,01-12-2013,01-07-2016,Analyst,25.0,44015,IT,24.0,6.0,3.0,1
CLIFFORD,ABLES,M,05-07-2011,01-07-2016,Manager,32.0,140916,Marketing,29.0,1.0,2.0,4
DEVON,AGUERO,M,6-14-2013,01-07-2016,Analyst,22.0,46173,Web,22.0,8.0,5.0,0
SCOTT,ABAJA,M,9-29-2014,01-07-2016,Analyst,23.0,41701,Web,22.0,8.0,5.0,1
MIKEL,ALFARO,M,3-16-2013,01-07-2016,Analyst,24.0,47465,Marketing,20.0,10.0,4.0,0
DORRIS,ARLINGTON,F,01-01-2013,01-07-2016,Analyst,21.0,43986,IT,18.0,12.0,3.0,0
SHEENA,ANGSTADT,F,07-03-2014,01-07-2016,Analyst,24.0,49670,Management,22.0,8.0,3.0,1
ELSIE,ALY,F,05-06-2011,01-07-2016,Senior Manager,35.0,153111,Operations,19.0,11.0,4.0,6
DARWIN,AGULIAR,M,7-28-2014,01-07-2016,Analyst,23.0,47408,Finance,16.0,14.0,3.0,1
SYDNEY,ALBERT,M,12-13-2014,01-07-2016,Analyst,23.0,47629,Management,17.0,13.0,2.0,1
SOPHIA,ANAYA,F,6-19-2014,01-07-2016,Senior Analyst,28.0,68884,Operations,26.0,4.0,5.0,5
LYNDA,AMIRAULT,F,11-01-2013,01-07-2016,Analyst,24.0,49849,Web,30.0,0.0,4.0,1
JOEY,ACQUAVIVA,M,2-17-2014,01-07-2016,Senior Analyst,25.0,68785,IT,16.0,14.0,4.0,1
BRIDGETT,ARAGUNDI,F,06-10-2013,01-07-2016,Analyst,21.0,48102,Finance,27.0,3.0,4.0,0
TYREE,ALEXOPOULOS,M,7-23-2013,01-07-2016,Analyst,23.0,44610,Operations,29.0,1.0,5.0,0
MARTINA,ANKNEY,F,04-08-2013,01-07-2016,Analyst,25.0,46659,Finance,21.0,9.0,5.0,1
CRISTOBAL,ALLBRIGHT,M,9-28-2013,01-07-2016,Analyst,21.0,47781,IT,17.0,13.0,3.0,0
SUE,ALWINE,F,03-06-2014,01-07-2016,Analyst,25.0,49942,Operations,23.0,7.0,3.0,2
ROSALIND,ANGOLO,F,05-02-2014,01-07-2016,Manager,35.0,148606,Web,18.0,12.0,2.0,8
NOREEN,ANTONELLO,F,02-08-2013,01-07-2016,Manager,33.0,110885,Web,21.0,9.0,2.0,5
KELLY,ACEVEDA,M,8-24-2014,01-07-2016,Analyst,22.0,45019,Web,28.0,2.0,2.0,0
BRITT,ALLENSWORTH,M,6-24-2013,01-07-2016,Analyst,22.0,41378,Marketing,22.0,8.0,3.0,0
JEANETTE,ALWANG,F,3-31-2014,01-07-2016,Analyst,21.0,42327,Management,25.0,5.0,2.0,0
SAUL,AFFELD,M,1-23-2015,01-07-2016,Senior Analyst,28.0,68446,Management,23.0,7.0,5.0,3
LONNY,ALLEBACH,M,3-24-2014,01-07-2016,Analyst,23.0,47764,IT,26.0,4.0,4.0,0
COLLIN,AKERLEY,M,9-26-2014,01-07-2016,Analyst,21.0,49905,Finance,22.0,8.0,5.0,0
NUMBERS,AKIMSEU,M,12-08-2014,01-07-2016,Director,45.0,253284,IT,15.0,15.0,2.0,23
TAMMIE,ANDREASEN,F,01-04-2013,01-07-2016,Analyst,22.0,49703,Operations,29.0,1.0,3.0,0
CATHLEEN,ANHALT,F,11-20-2014,01-07-2016,Analyst,23.0,48049,Operations,22.0,8.0,5.0,1
FELICIA,AMELING,F,3-25-2014,01-07-2016,Analyst,25.0,43428,Management,19.0,11.0,5.0,2
ALEJANDRO,ACOSTO,M,1-28-2015,01-07-2016,Senior Manager,35.0,185221,Operations,24.0,6.0,5.0,11
GENEVA,AMERT,F,08-10-2014,01-07-2016,Analyst,23.0,48969,Operations,29.0,1.0,4.0,1
VITO,AKER,M,1-21-2015,01-07-2016,Analyst,23.0,45740,Web,30.0,0.0,5.0,1
JULIANA,APELIAN,F,09-10-2013,01-07-2016,Analyst,23.0,46601,Web,21.0,9.0,5.0,0
MITCHELL,ACAL,M,10-25-2014,01-07-2016,Analyst,23.0,45949,Finance,25.0,5.0,4.0,1
VALENTIN,ALBERGOTTI,M,10-24-2013,01-07-2016,Analyst,22.0,41861,Finance,22.0,8.0,3.0,0
SCOT,AILIFF,M,9-16-2013,01-07-2016,Analyst,23.0,42213,Web,21.0,9.0,4.0,0
ADAN,AKIMA,M,4-14-2012,01-07-2016,Senior Analyst,28.0,56772,Marketing,26.0,4.0,2.0,0
MADELINE,AMIRI,F,1-22-2015,01-07-2016,Analyst,25.0,46052,Web,25.0,5.0,4.0,3
ROSANNA,AQUIRRE,F,8-26-2014,01-07-2016,Analyst,22.0,43483,Management,22.0,8.0,4.0,0
WALKER,ALEXNDER,M,09-06-2013,01-07-2016,Analyst,25.0,43860,Web,16.0,14.0,2.0,2
MARQUITA,ARANEO,F,12-07-2013,01-07-2016,Senior Analyst,28.0,61374,Web,24.0,6.0,3.0,3
LUCINDA,ANDREU,F,04-02-2013,01-07-2016,Analyst,24.0,48095,Operations,19.0,11.0,5.0,0
BLAINE,AGUALLO,M,6-21-2014,01-07-2016,Analyst,23.0,49592,Management,23.0,7.0,5.0,0
BENNETT,ALAMEDA,M,1-29-2014,01-07-2016,Analyst,24.0,46942,Marketing,18.0,12.0,2.0,1
DELIA,ANDEBE,F,1-25-2015,01-07-2016,Analyst,24.0,42333,Web,25.0,5.0,3.0,2
JACLYN,ANGLEY,F,12-10-2009,01-07-2016,Director,45.0,319141,Web,21.0,9.0,4.0,17
LAUREL,ANDRUSZKIEWIC,F,02-06-2011,01-07-2016,Associate,29.0,91596,IT,20.0,10.0,2.0,3
SOCORRO,ANKERSEN,F,8-18-2014,01-07-2016,Analyst,21.0,40586,Web,26.0,4.0,4.0,0
PETE,ADDIEGO,M,03-07-2013,01-07-2016,Analyst,24.0,49530,Finance,18.0,12.0,3.0,0
BETH,ALYEA,F,08-06-2014,01-07-2016,Analyst,24.0,42583,Management,26.0,4.0,5.0,2
PHILLIS,ARJUNE,F,11-06-2011,01-07-2016,Associate,29.0,92453,Management,29.0,1.0,3.0,4
LASHONDA,ARCHBOLD,F,12-05-2014,01-07-2016,Associate,28.0,93659,Management,24.0,6.0,3.0,5
BROOKS,ALBARRACIN,M,11-09-2014,01-07-2016,Analyst,24.0,48222,Marketing,29.0,1.0,3.0,2
WALLY,ALLY,M,3-27-2014,01-07-2016,Analyst,25.0,46319,Finance,26.0,4.0,3.0,2
EZEKIEL,ALKIRE,M,08-11-2014,01-07-2016,Analyst,24.0,45861,Operations,29.0,1.0,5.0,2
DAYNA,ARDIS,F,01-01-2013,01-07-2016,Analyst,23.0,45481,Marketing,24.0,6.0,4.0,0
ANNE,ALTEMUS,F,01-01-2013,01-07-2016,Analyst,25.0,42008,IT,16.0,14.0,2.0,1
ELDEN,ALMENAR,M,5-15-2014,01-07-2016,Analyst,22.0,47850,IT,22.0,8.0,3.0,0
DEWITT,ALDEN,M,1-14-2014,01-07-2016,Analyst,25.0,40113,Web,25.0,5.0,4.0,2
COURTNEY,AFURONG,M,4-24-2013,01-07-2016,Analyst,22.0,47525,IT,20.0,10.0,4.0,0
EARLE,ALBERTINI,M,05-11-2014,01-07-2016,Analyst,21.0,47685,IT,16.0,14.0,3.0,0
ESPERANZA,ANGELINI,F,1-29-2015,01-07-2016,Senior Analyst,25.0,64823,Management,25.0,5.0,2.0,1
NICK,ACQUILLA,M,11-11-2014,01-07-2016,Analyst,23.0,40414,Management,23.0,7.0,2.0,1
INEZ,AMIR,F,1-18-2015,01-07-2016,Analyst,22.0,40572,IT,16.0,14.0,5.0,0
CELESTE,ANDREOZZI,F,04-04-2014,01-07-2016,Analyst,25.0,46350,Finance,22.0,8.0,5.0,2
RENALDO,ALLON,M,04-07-2013,01-07-2016,Associate,28.0,93529,Management,25.0,5.0,3.0,3
QUINTIN,ALFERO,M,12-03-2012,01-07-2016,Senior Analyst,25.0,63647,Web,16.0,14.0,2.0,0
LEANN,ANSBRO,F,12-12-2013,01-07-2016,Manager,35.0,140401,Marketing,28.0,2.0,4.0,9
TABATHA,ANTINARELLI,F,01-10-2014,01-07-2016,Analyst,23.0,49141,IT,25.0,5.0,5.0,0
THOMAS,AAMODT,M,10-27-2014,01-07-2016,Analyst,23.0,43670,IT,26.0,4.0,2.0,1
JAMAAL,ALDECOA,M,10-27-2013,01-07-2016,Analyst,23.0,42553,Operations,25.0,5.0,5.0,0
TEDDY,AGENT,M,09-12-2014,01-07-2016,Analyst,22.0,46783,Operations,19.0,11.0,5.0,0
RUFUS,ADINOLFI,M,02-07-2013,01-07-2016,Analyst,22.0,47146,Finance,29.0,1.0,5.0,0
NADIA,APLAND,F,3-14-2014,01-07-2016,Analyst,22.0,48730,Management,23.0,7.0,2.0,0
JASPER,AGRIOS,M,03-05-2014,01-07-2016,Analyst,22.0,40808,IT,17.0,13.0,2.0,0
CAITLIN,ANDZULIS,F,2-15-2013,01-07-2016,Analyst,25.0,40508,Management,17.0,13.0,4.0,1
SIMONE,ANOE,F,12-06-2013,01-07-2016,Analyst,22.0,45111,IT,27.0,3.0,5.0,0
TAYLOR,ANTOSH,F,11-16-2014,01-07-2016,Analyst,23.0,47414,Web,17.0,13.0,5.0,1
RANDOLPH,ADDINGTON,M,06-04-2012,01-07-2016,Senior Manager,39.0,161839,Marketing,25.0,5.0,4.0,11
EULA,ANAUO,F,05-01-2014,01-07-2016,Associate,29.0,82993,Finance,29.0,1.0,5.0,5
HANNA,ARGANBRIGHT,F,1-20-2013,01-07-2016,Analyst,25.0,43354,IT,27.0,3.0,4.0,1
RAUL,ABU,M,09-07-2013,01-07-2016,Analyst,24.0,47791,Web,29.0,1.0,2.0,1
VELMA,AMELUNG,F,4-26-2013,01-07-2016,Senior Analyst,25.0,59115,Management,26.0,4.0,4.0,0
VERNICE,ARIAZA,F,10-22-2013,01-07-2016,Analyst,23.0,49830,Finance,21.0,9.0,2.0,0
FELECIA,ARBUCKLE,F,3-25-2013,01-07-2016,Analyst,24.0,46822,Operations,29.0,1.0,2.0,0
SELENA,ANTUNEZ,F,1-15-2013,01-07-2016,Analyst,21.0,45321,Operations,19.0,11.0,5.0,0
CLARENCE,ABDULMATEEN,M,12-12-2014,01-07-2016,Analyst,22.0,48781,Web,16.0,14.0,4.0,0
JEAN,ALSBROOK,F,10-28-2013,01-07-2016,Analyst,25.0,49631,Marketing,20.0,10.0,3.0,2
BRIANNE,AREVALOS,F,03-10-2013,01-07-2016,Analyst,25.0,46102,IT,29.0,1.0,5.0,1
CHRISTI,ANINION,F,3-26-2013,01-07-2016,Analyst,25.0,46781,Management,26.0,4.0,3.0,1
ANTONIA,ALJEMAL,M,3-21-2014,01-07-2016,Analyst,24.0,46935,IT,30.0,0.0,5.0,1
AUGUSTINE,ALARIO,M,4-28-2013,01-07-2016,Analyst,24.0,41705,Operations,27.0,3.0,2.0,0
FREEMAN,ALAR,M,7-23-2014,01-07-2016,Analyst,22.0,43434,Web,19.0,11.0,4.0,0
CHRIS,ABE,M,10-08-2013,01-07-2016,Analyst,24.0,43726,Management,30.0,0.0,5.0,1
HORACIO,ALESSANDRINI,M,5-31-2014,01-07-2016,Analyst,23.0,48443,Management,29.0,1.0,4.0,0
SALLIE,ANDRIES,F,1-29-2014,01-07-2016,Senior Analyst,28.0,50687,Management,23.0,7.0,5.0,5
EDITH,ALTO,F,9-20-2013,01-07-2016,Analyst,25.0,42635,IT,18.0,12.0,3.0,2
WINONA,ARGENAL,F,5-21-2013,01-07-2016,Analyst,25.0,41834,Finance,29.0,1.0,3.0,1
GRETCHEN,ANCEL,F,08-09-2014,01-07-2016,Analyst,24.0,44028,Web,30.0,0.0,5.0,2
EDDY,AILSHIRE,M,5-31-2013,01-07-2016,Analyst,22.0,44787,Operations,28.0,2.0,5.0,0
MARYANN,AMMIRATO,F,02-03-2012,01-07-2016,Senior Analyst,28.0,60183,Marketing,24.0,6.0,5.0,1
WM,ADDIE,M,6-28-2014,01-07-2016,Analyst,24.0,40594,IT,23.0,7.0,5.0,1
MOISES,AHLBERG,M,8-27-2014,01-07-2016,Senior Analyst,27.0,53406,Web,27.0,3.0,3.0,3
FRANKLIN,ABUGN,M,4-23-2013,01-07-2016,Analyst,24.0,40251,Operations,19.0,11.0,5.0,0
MA,ARCIOLA,F,04-02-2014,01-07-2016,Analyst,23.0,44551,Marketing,19.0,11.0,5.0,0
JEFFRY,AHLM,M,11-18-2014,01-07-2016,Analyst,24.0,49525,Finance,29.0,1.0,4.0,2
DONALD,AARANT,M,6-21-2014,01-07-2016,Analyst,21.0,43624,Web,16.0,14.0,4.0,0
ADELINE,ANGLEN,F,11-13-2013,01-07-2016,Analyst,25.0,41785,Finance,20.0,10.0,4.0,2
OLEN,ALEN,M,05-10-2012,01-07-2016,Senior Analyst,27.0,52760,Operations,19.0,11.0,4.0,2
CHERIE,ANGELBECK,F,12-23-2014,01-07-2016,Analyst,21.0,42143,Operations,15.0,15.0,4.0,0
PABLO,ADAMO,M,6-20-2013,01-07-2016,Senior Analyst,26.0,68067,Web,15.0,15.0,3.0,2
ARLEEN,AREIZAGA,F,10-18-2012,01-07-2016,Associate,30.0,87166,Operations,24.0,6.0,5.0,3
JACKSON,AHLF,M,04-08-2013,01-07-2016,Analyst,24.0,48519,IT,18.0,12.0,2.0,0
ISAAC,ACKERLY,M,01-07-2015,01-07-2016,Analyst,22.0,47013,Marketing,18.0,12.0,3.0,0
DEWEY,ADOLPH,M,6-14-2014,01-07-2016,Analyst,23.0,47131,IT,26.0,4.0,4.0,0
BRAD,ABUNDIZ,M,5-19-2014,01-07-2016,Senior Analyst,26.0,67582,Management,23.0,7.0,5.0,3
RANDALL,ABINA,M,9-28-2013,01-07-2016,Analyst,21.0,48343,Web,30.0,0.0,4.0,0
HARVEY,ACCARDI,M,05-11-2013,01-07-2016,Analyst,21.0,44693,Web,28.0,2.0,2.0,0
SELMA,ANNAS,F,6-29-2014,01-07-2016,Analyst,22.0,47812,Operations,21.0,9.0,5.0,0
SASHA,APPLEBY,F,1-19-2015,01-07-2016,Analyst,23.0,40690,Operations,30.0,0.0,2.0,1
ELISHA,ALMARAZ,M,02-07-2014,01-07-2016,Senior Analyst,25.0,66311,Management,15.0,15.0,3.0,2
DOROTHY,ALMONTE,F,02-06-2014,01-07-2016,Analyst,21.0,48587,IT,20.0,10.0,3.0,0
CONSTANCE,AMAS,F,5-28-2014,01-07-2016,Analyst,21.0,44467,Marketing,28.0,2.0,2.0,0
GERTRUDE,AMADEO,F,12-05-2014,01-07-2016,Analyst,23.0,43172,Finance,17.0,13.0,3.0,1
MARTHA,ALPERS,F,4-25-2013,01-07-2016,Analyst,23.0,44014,Web,22.0,8.0,2.0,0
VERNON,ABREAU,M,11-22-2013,01-07-2016,Analyst,23.0,44372,Marketing,29.0,1.0,4.0,0
LORA,ANADIO,F,01-04-2014,01-07-2016,Analyst,22.0,47033,Finance,20.0,10.0,2.0,0
SHELBY,ANDREONI,F,7-18-2014,01-07-2016,Analyst,22.0,47990,Marketing,28.0,2.0,4.0,0
OMA,ARIETTA,F,10-15-2013,01-07-2016,Analyst,22.0,46452,Management,16.0,14.0,3.0,0
MONTE,AGUADO,M,10-23-2013,01-07-2016,Analyst,25.0,42826,Management,19.0,11.0,3.0,2
CARMEN,ALTKEN,F,5-22-2013,01-07-2016,Analyst,23.0,40846,IT,30.0,0.0,2.0,0
JOANN,ALVELO,F,2-18-2013,01-07-2016,Analyst,22.0,45036,Web,21.0,9.0,5.0,0
TRISTAN,ALAGNA,M,11-11-2013,01-07-2016,Associate,28.0,71673,Finance,29.0,1.0,3.0,3
VAN,AFRICA,M,8-29-2013,01-07-2016,Analyst,21.0,41386,Web,19.0,11.0,4.0,0
GABRIEL,ABURTO,M,6-22-2013,01-07-2016,Analyst,23.0,44094,Management,17.0,13.0,3.0,0
VICTOR,ABDOOL,M,02-08-2013,01-07-2016,Senior Analyst,28.0,67575,Finance,23.0,7.0,5.0,0
FLOSSIE,ANSHUTZ,F,3-14-2014,01-07-2016,Analyst,23.0,45156,IT,27.0,3.0,3.0,0
NORMAND,ALCOCK,M,2-13-2014,01-07-2016,Analyst,21.0,49686,Web,27.0,3.0,3.0,0
ROGER,ABBAS,M,02-03-2014,01-07-2016,Analyst,22.0,41032,Finance,20.0,10.0,3.0,0
IRVIN,AFFAGATO,M,03-04-2011,01-07-2016,Associate,31.0,98715,Operations,27.0,3.0,5.0,5
ROSEANN,APONTA,F,10-10-2014,01-07-2016,Senior Analyst,25.0,58773,Finance,28.0,2.0,5.0,2
NICKOLAS,AILES,M,6-25-2014,01-07-2016,Analyst,22.0,41925,IT,24.0,6.0,2.0,0
CHERYL,ALSBROOKS,F,08-01-2014,01-07-2016,Analyst,25.0,43531,Web,24.0,6.0,4.0,3
WAYLON,ALLISTON,M,12-13-2013,01-07-2016,Analyst,22.0,42673,Operations,25.0,5.0,2.0,0
AL,ADOLPHE,M,10-27-2013,01-07-2016,Analyst,22.0,49618,Operations,30.0,0.0,5.0,0
RENAE,ARCILLA,F,3-27-2013,01-07-2016,Senior Analyst,27.0,69643,Marketing,16.0,14.0,4.0,3
SHAWN,ANDRICK,F,3-23-2014,01-07-2016,Senior Analyst,26.0,59262,Web,18.0,12.0,2.0,0
BILLIE,AGNELLO,M,01-10-2015,01-07-2016,Analyst,25.0,41583,IT,15.0,15.0,5.0,3
DEANNA,AMBROSINO,F,11-07-2014,01-07-2016,Analyst,21.0,40415,Marketing,28.0,2.0,3.0,0
CHARITY,ANGON,F,02-11-2013,01-07-2016,Analyst,24.0,42416,Web,22.0,8.0,5.0,0
STEVE,ABDELDAYEN,M,06-12-2014,01-07-2016,Associate,31.0,87324,Marketing,16.0,14.0,2.0,5
JERRY,APANA,F,08-05-2011,01-07-2016,Associate,28.0,84967,Web,29.0,1.0,2.0,0
EMILIE,ARCOS,F,1-19-2013,01-07-2016,Analyst,24.0,41869,Management,24.0,6.0,5.0,0
DIANN,ARAMBULA,F,1-17-2013,01-07-2016,Analyst,21.0,43481,Operations,29.0,1.0,5.0,0
MISTY,AMENTA,F,12-02-2012,01-07-2016,Senior Analyst,28.0,54166,Web,15.0,15.0,4.0,2
EMMITT,ALIMENTO,M,12-06-2014,01-07-2016,Analyst,25.0,47649,Finance,20.0,10.0,3.0,3
CAREY,APTHORPE,F,05-04-2010,01-07-2016,Manager,33.0,119673,Marketing,27.0,3.0,2.0,5
ARLINE,APPLEBURY,F,06-03-2014,01-07-2016,Analyst,21.0,47431,Web,22.0,8.0,3.0,0
LACEY,ANGLADA,F,06-07-2014,01-07-2016,Analyst,23.0,48014,Marketing,15.0,15.0,2.0,0
SHERI,AMOUR,F,8-17-2013,01-07-2016,Analyst,22.0,49686,Management,28.0,2.0,2.0,0
ELIZABETH,ALMIRON,F,12-03-2014,01-07-2016,Analyst,23.0,46043,IT,26.0,4.0,2.0,1
WILTON,ALDAY,M,05-07-2013,01-07-2016,Analyst,25.0,46110,Management,29.0,1.0,2.0,1
JUANITA,ALTSTATT,F,2-22-2013,01-07-2016,Senior Analyst,27.0,62307,Web,26.0,4.0,2.0,0
NED,AHLSTEDT,M,11-18-2014,01-07-2016,Analyst,21.0,49627,Web,18.0,12.0,3.0,0
TRAVIS,ABENDROTH,M,04-01-2014,01-07-2016,Analyst,25.0,44882,Operations,28.0,2.0,3.0,2
MILO,ALEPIN,M,09-08-2013,01-07-2016,Manager,34.0,144573,IT,25.0,5.0,5.0,10
JARROD,AGUILLON,M,1-29-2013,01-07-2016,Senior Manager,37.0,164773,Web,30.0,0.0,5.0,13
RICKEY,ADANK,M,06-12-2013,01-07-2016,Senior Analyst,26.0,67735,Marketing,27.0,3.0,5.0,0
STUART,ACORDA,M,01-06-2013,01-07-2016,Analyst,23.0,44964,Marketing,26.0,4.0,3.0,0
JUNG,ARMON,F,12-11-2013,01-07-2016,Analyst,21.0,41476,Marketing,30.0,0.0,2.0,0
EMMA,ALTSISI,F,04-02-2013,01-07-2016,Analyst,25.0,40251,Finance,18.0,12.0,2.0,1
HUMBERTO,AGGAS,M,02-07-2011,01-07-2016,Associate,31.0,97830,IT,25.0,5.0,2.0,2
SANG,ALDAMA,M,4-28-2014,01-07-2016,Analyst,24.0,42797,Operations,26.0,4.0,3.0,1
GONZALO,AHRENSTORFF,M,02-01-2014,01-07-2016,Analyst,22.0,43173,IT,20.0,10.0,2.0,0
KIMBERLEY,ANGELL,F,8-30-2014,01-07-2016,Analyst,25.0,47683,IT,29.0,1.0,4.0,3
EBONY,ANDRA,F,07-06-2010,01-07-2016,Senior Manager,38.0,196757,IT,21.0,9.0,4.0,7
HAZEL,ALTWIES,F,03-11-2013,01-07-2016,Analyst,23.0,42075,Operations,24.0,6.0,4.0,0
AMOS,AFALAVA,M,10-11-2014,01-07-2016,Analyst,22.0,43353,Web,19.0,11.0,3.0,0
TAD,ALDRICH,M,11-03-2013,01-07-2016,Analyst,22.0,43923,Finance,19.0,11.0,4.0,0
MALISSA,ARGOTE,F,1-20-2013,01-07-2016,Analyst,24.0,43605,Operations,24.0,6.0,5.0,0
VONDA,ARBIZO,F,1-22-2013,01-07-2016,Analyst,22.0,41262,Marketing,21.0,9.0,3.0,0
GARTH,ALAND,M,6-14-2013,01-07-2016,Analyst,21.0,48056,Management,23.0,7.0,3.0,0
CAROLYN,ALPHIN,F,03-08-2014,01-07-2016,Analyst,24.0,46584,Finance,15.0,15.0,3.0,1
JAMISON,ALFF,M,4-21-2013,01-07-2016,Analyst,21.0,42651,Finance,20.0,10.0,4.0,0
CAMERON,ADAMIS,M,7-31-2013,01-07-2016,Analyst,23.0,42465,Marketing,22.0,8.0,3.0,0
CAROL,ALDER,M,4-15-2013,01-07-2016,Analyst,24.0,42453,Operations,22.0,8.0,2.0,0
LOGAN,AGNER,M,12-17-2014,01-07-2016,Analyst,21.0,46026,Management,23.0,7.0,3.0,0
CORNELL,ALAMIA,M,06-03-2014,01-07-2016,Analyst,24.0,49581,Management,18.0,12.0,5.0,1
MAGGIE,AMITH,F,07-11-2013,01-07-2016,Analyst,22.0,41729,IT,27.0,3.0,5.0,0
ORLANDO,ADAMES,M,5-20-2013,01-07-2016,Senior Analyst,27.0,56977,Marketing,20.0,10.0,2.0,2
ESTEBAN,AGUSTINE,M,05-07-2012,01-07-2016,Senior Manager,37.0,166335,Management,21.0,9.0,4.0,11
WINFRED,AKEN,M,9-24-2010,01-07-2016,Manager,35.0,135653,Finance,29.0,1.0,2.0,7
CONCEPCION,ANTER,F,6-25-2014,01-07-2016,Associate,30.0,98057,Management,18.0,12.0,5.0,6
DIEGO,AHRENDES,M,11-08-2014,01-07-2016,Senior Analyst,28.0,54184,Web,15.0,15.0,2.0,4
SIDNEY,ACKEN,M,12-01-2014,01-07-2016,Analyst,25.0,49953,Finance,22.0,8.0,3.0,3
CANDICE,AMOR,F,5-14-2014,01-07-2016,Senior Analyst,25.0,52113,Marketing,15.0,15.0,3.0,0
ORVAL,ALEKNA,M,7-31-2013,01-07-2016,Analyst,24.0,44983,Management,30.0,0.0,3.0,1
DANA,ALVIDREZ,F,1-23-2015,01-07-2016,Analyst,22.0,45057,Management,26.0,4.0,4.0,0
THEODORE,ABLER,M,06-03-2013,01-07-2016,Analyst,23.0,46985,Web,23.0,7.0,4.0,0
FEDERICO,AILSWORTH,M,04-07-2014,01-07-2016,Analyst,24.0,41846,Management,28.0,2.0,4.0,1
JEROMY,ALLUM,M,10-13-2012,01-07-2016,Senior Analyst,26.0,65880,Management,25.0,5.0,5.0,0
ILENE,AONO,F,1-28-2012,01-07-2016,Associate,32.0,79721,Marketing,24.0,6.0,5.0,6
EVE,ANTONAKOS,F,8-18-2014,01-07-2016,Analyst,23.0,45636,Marketing,25.0,5.0,4.0,1
TERRA,ARCARO,F,12-14-2014,01-07-2016,Analyst,24.0,41609,Management,21.0,9.0,2.0,2
RENAE,ARCILLA,F,3-27-2013,01-07-2016,Senior Analyst,27.0,69643,Marketing,16.0,14.0,4.0,3
DOMINGA,ARMENDARIZ,F,3-24-2014,01-07-2016,Analyst,25.0,47178,Management,24.0,6.0,3.0,2
WILMER,AKIONA,M,5-30-2014,01-07-2016,Senior Analyst,25.0,50739,IT,25.0,5.0,3.0,0
TRENT,AGGARWAL,M,3-14-2014,01-07-2016,Analyst,23.0,40331,Finance,18.0,12.0,2.0,0
MOSHE,ALFANO,M,12-24-2014,01-07-2016,Senior Analyst,25.0,57997,Operations,28.0,2.0,4.0,2
ABBIE,ARCUO,F,04-03-2014,01-07-2016,Analyst,25.0,46514,Web,28.0,2.0,2.0,2
LUELLA,ANKENMAN,F,11-22-2013,01-07-2016,Analyst,22.0,41164,Management,22.0,8.0,4.0,0
ERNESTO,ADAMIK,M,03-08-2013,01-07-2016,Analyst,25.0,40140,Marketing,30.0,0.0,4.0,1
ADOLFO,AGUIAR,M,03-08-2013,01-07-2016,Analyst,21.0,46116,Marketing,29.0,1.0,4.0,0
MARGARET,ALMOND,F,07-03-2014,01-07-2016,Analyst,25.0,49111,IT,28.0,2.0,5.0,2
PATRICE,ANDREASSI,F,09-08-2014,01-07-2016,Analyst,24.0,47782,Management,25.0,5.0,5.0,2
RANDY,ABDELRAHMAN,M,6-20-2014,01-07-2016,Analyst,25.0,44022,IT,15.0,15.0,4.0,2
JOESPH,AHLO,M,02-06-2014,01-07-2016,Analyst,22.0,41468,Operations,18.0,12.0,3.0,0
BERNIECE,ARMIJOS,F,10-23-2014,01-07-2016,Analyst,21.0,40142,Web,26.0,4.0,4.0,0
EMILIA,ANTOLIK,F,9-28-2013,01-07-2016,Senior Manager,37.0,151618,Marketing,16.0,14.0,3.0,10
NIGEL,ALCANTAS,M,1-27-2014,01-07-2016,Senior Analyst,28.0,66022,IT,24.0,6.0,2.0,1
ELLA,AMADO,F,05-02-2013,01-07-2016,Analyst,25.0,47746,IT,21.0,9.0,5.0,1
ROSENDO,ALDABA,M,04-10-2013,01-07-2016,Analyst,22.0,48101,Marketing,16.0,14.0,4.0,0
NICHOLE,AMTOWER,F,5-20-2013,01-07-2016,Analyst,23.0,45028,Management,30.0,0.0,2.0,0
SHERRI,AMERICAN,F,5-17-2014,01-07-2016,Analyst,24.0,43461,IT,20.0,10.0,5.0,1
KENETH,ALM,M,6-18-2014,01-07-2016,Analyst,21.0,43726,Finance,29.0,1.0,2.0,0
ARON,ALBOR,M,1-17-2014,01-07-2016,Analyst,25.0,49310,Marketing,16.0,14.0,2.0,2
FERMIN,ALI,M,4-30-2014,01-07-2016,Analyst,23.0,44925,IT,21.0,9.0,2.0,0
CANDIDA,ARIS,F,10-17-2012,01-07-2016,Senior Manager,39.0,187426,IT,21.0,9.0,5.0,13
JANIE,AMISTOSO,F,10-25-2013,01-07-2016,Analyst,22.0,47430,Operations,17.0,13.0,3.0,0
BENITA,ANTOLIN,F,07-03-2014,01-07-2016,Analyst,21.0,44312,Marketing,22.0,8.0,3.0,0
NADINE,AMYX,F,04-09-2014,01-07-2016,Analyst,25.0,40271,IT,25.0,5.0,4.0,2
